Symbol,Name,CEO,YR,SALARY
FCBC,"First Community Bancshares, Inc. (Virginia)",William Stafford,2018,741398
DOMO,"Domo, Inc.",Joshua James,2019,733470
CVLY,"Codorus Valley Bancorp, Inc.",Larry Miller,2018,731991
VUZI,Vuzix Corp.,Paul Travers,2018,731250
PEN,"Penumbra, Inc.",Adam Elsesser,2018,726648
MRNS,"Marinus Pharmaceuticals, Inc.",Christopher Cashman,2018,725000
APPF,"AppFolio, Inc.",Jason Randall,2018,724149
ESSA,"ESSA Bancorp, Inc.",Gary Olson,2018,723571
SPRO,"Spero Therapeutics, Inc.",Ankit Mahadevia,2018,721324
NPK,"National Presto Industries, Inc.",Maryjo Cohen,2018,719493
KIDS,OrthoPediatrics Corp.,Mark Throdahl,2018,716803
AXDX,"Accelerate Diagnostics, Inc.",Lawrence Mehren,2018,716331
XRAY,"DENTSPLY SIRONA, Inc.",Mark Thierer,2018,714436
EFR,"Energy Fuels, Inc.",Stephen Antony,2018,712920
VALU,"Value Line, Inc.",Howard Brecher,2018,711907
MLVF,"Malvern Bancorp, Inc.",Anthony Weagley,2018,709220
FCCO,First Community Corp. (South Carolina),Michael Crapps,2018,706641
HTLD,"Heartland Express, Inc.",Michael Gerdin,2018,705892
SENEA,Seneca Foods Corp.,Kraig Kayser,2018,705678
BELFB,"Bel Fuse, Inc.",Daniel Bernstein,2018,704884
CDMO,"Avid Bioservices, Inc.",Roger Lias,2018,704347
HOMB,"Home Bancshares, Inc. (Arkansas)",C. Sims,2018,703941
VLGEA,"Village Super Market, Inc.",James Sumas,2018,697241
FCBP,First Choice Bancorp (California),Robert Franko,2018,693900
OVBC,Ohio Valley Banc Corp.,Thomas Wiseman,2018,687976
PAR,PAR Technology Corp.,Donald Foley,2018,682180
FFNW,"First Financial Northwest, Inc.",Joseph Kiley III,2018,678115
PIR,"Pier 1 Imports, Inc.",Cheryl Bachelder,2019,676460
AE,"Adams Resources & Energy, Inc.",Townes Pressler,2018,675825
CLSD,"Clearside Biomedical, Inc.",Daniel White,2018,675122
MFSF,"MutualFirst Financial, Inc.",David Heeter,2018,673887
GWRS,"Global Water Resources, Inc.",Ron Fleming,2018,667553
FDBC,"Fidelity D&D Bancorp, Inc.",Daniel Santaniello,2018,667447
MPB,"Mid Penn Bancorp, Inc.",Rory Ritrievi,2018,665144
BANF,BancFirst Corp. (Oklahoma),David Harlow,2018,663805
IMH,"Impac Mortgage Holdings, Inc.",Joseph Tomkinson,2018,661085
CVCY,Central Valley Community Bancorp,James Ford,2018,658514
MLNT,"Melinta Therapeutics, Inc.",John Johnson,2018,657226
TERP,"TerraForm Power, Inc.",Valerie Hannah,2018,656231
GRIF,"Griffin Industrial Realty, Inc.",Michael Gamzon,2018,653403
WATT,Energous Corp.,Stephen Rizzone,2018,652438
ZAGG,"Zagg, Inc.",Randall Hales,2018,650602
DJCO,Daily Journal Corp.,Gerald Salzman,2018,650000
REGI,"Renewable Energy Group, Inc.",Randolph Howard,2018,648187
MBIN,Merchants Bancorp (Indiana),Michael Petrie,2018,647640
ICBK,"County Bancorp, Inc. (Manitowoc, Wisconsin)",Timothy Schneider,2018,643154
WABC,Westamerica Bancorporation,David Payne,2018,640813
MLR,"Miller Industries, Inc. (Tennessee)",Jeffrey Badgley,2018,638020
HIL,"Hill International, Inc.",Paul Evans,2018,627604
VAPO,"Vapotherm, Inc.",Joseph Army,2018,625334
IMMR,Immersion Corp.,Tom Lacey,2018,621855
SHBI,"Shore Bancshares, Inc.",Lloyd Beatty Jr.,2018,618990
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",Kemper Isely,2018,617989
SMBK,"SmartFinancial, Inc.",William Carroll Jr.,2018,612171
TPCO,Tribune Publishing Co.,Justin Dearborn,2018,611000
FRPH,"FRP Holdings, Inc.",John Baker II,2018,609715
BPRN,The Bank of Princeton,Edward Dietzler,2018,607496
RBCAA,"Republic Bancorp, Inc. (Kentucky)",Steven Trager,2018,607332
PSDO,"Presidio, Inc.",Robert Cagnazzi,2018,605755
MBIO,"Mustang Bio, Inc.",Manuel Litchman,2018,605512
INNT,"Innovate Biopharmaceuticals, Inc.",Christopher Prior,2018,605000
SAIL,"SailPoint Technologies Holdings, Inc.",Mark McClain,2018,603945
HSTM,"HealthStream, Inc.",Robert Frist Jr.,2018,602395
BFIN,BankFinancial Corp.,F. Gasior,2018,602367
CDZI,"Cadiz, Inc.",Scott Slater,2018,600000
KEG,"Key Energy Services, Inc.",J. Dodson,2018,596631
HRB,"H&R Block, Inc.",William Cobb,2018,595470
MLAB,"Mesa Laboratories, Inc.",John Sullivan,2018,594480
FSFG,"First Savings Financial Group, Inc.",Larry Myers,2018,587894
NWFL,Norwood Financial Corp.,Lewis Critelli,2018,581879
ABEO,"Abeona Therapeutics, Inc.",Timothy Miller,2018,575995
RCKY,"Rocky Brands, Inc.",Jason Brooks,2018,574934
LEVL,"Level One Bancorp, Inc.",Patrick Fehring,2018,574276
PLSE,"Pulse Biosciences, Inc.",Darrin Uecker,2018,569437
BCBP,"BCB Bancorp, Inc.",Thomas Coughlin,2018,567619
MBCN,Middlefield Banc Corp.,Thomas Caldwell,2018,567485
SAM,"Boston Beer Co., Inc.",Martin Roper,2018,565631
CELC,"Celcuity, Inc.",Brian Sullivan,2018,564196
ACNB,ACNB Corp.,James Helt,2018,557782
MCBC,Macatawa Bank Corp.,Ronald Haan,2018,556854
FRGI,"Fiesta Restaurant Group, Inc.",Richard Stockinger,2018,550000
HNRG,Hallador Energy Co.,Brent Bilsland,2018,545830
UNB,"Union Bankshares, Inc. (Vermont)",David Silverman,2018,542323
CIVB,"Civista Bancshares, Inc.",Dennis Shaffer,2018,537462
SMBC,"Southern Missouri Bancorp, Inc.",Greg Steffens,2018,530162
MEDP,"Medpace Holdings, Inc.",August Troendle,2018,528290
DAKT,"Daktronics, Inc.",Reece Kurtenbach,2018,526752
ABTX,"Allegiance Bancshares, Inc. (Texas)",George Martinez,2018,521219
CRMT,"America's Car-Mart, Inc.",Jeffrey Williams,2018,517808
PEBK,"Peoples Bancorp of North Carolina, Inc.",Lance Sellers,2018,517278
MJCO,Majesco,Ketan Mehta,2018,515439
GMRE,"Global Medical REIT, Inc.",Jeffrey Busch,2018,506653
UTMD,"Utah Medical Products, Inc.",Kevin Cornwell,2018,501300
CALX,"Calix, Inc.",Carl Russo,2018,500000
MNTX,"Manitex International, Inc.",David Langevin,2018,494834
IRMD,IRadimed Corp.,Roger Susi,2018,494580
KIRK,"Kirkland's, Inc.",W. Madden,2019,493600
CBFV,"CB Financial Services, Inc.",Patrick O'Brien,2018,486631
TITN,"Titan Machinery, Inc.",David Meyer,2019,483250
LCNB,LCNB Corp.,Steve Foster,2018,482375
PFBI,"Premier Financial Bancorp, Inc.",Robert Walker,2018,476210
FGBI,"First Guaranty Bancshares, Inc.",Alton Lewis Jr.,2018,474286
SLCT,"Select Bancorp, Inc.",William Hedgepeth,2018,462369
TSBK,"Timberland Bancorp, Inc. (Washington)",Michael Sand,2018,459788
GENC,"Gencor Industries, Inc.",John Elliott,2018,451138
VICR,Vicor Corp.,Patrizio Vinciarelli,2018,443764
HPT,Hospitality Properties Trust,John Murray,2018,438849
TIVO,TiVo Corp.,Enrique Rodriguez,2018,429021
AUBN,"Auburn National Bancorporation, Inc.",Robert Dumas,2018,423503
ATLO,Ames National Corp.,John Nelson,2018,417587
RVSB,"Riverview Bancorp, Inc.",Patrick Sheaffer,2018,413819
EIDX,"Eidos Therapeutics, Inc.",Neil Kumar,2018,411574
PICO,"PICO Holdings, Inc.",Dorothy Timian-Palmer,2018,406613
CRVL,CorVel Corp.,V. Clemons Sr.,2018,401113
PDFS,"PDF Solutions, Inc.",John Kibarian,2018,400405
BSTC,Biospecifics Technologies Corp.,Thomas Wegman,2018,400000
NVEC,NVE Corp.,Daniel Baker,2018,393646
CWBR,"CohBar, Inc.",Simon Allen,2018,393616
FUNC,First United Corp.,Carissa Rodeheaver,2018,393505
BRK.B,"Berkshire Hathaway, Inc.",Warren Buffett,2018,388968
ACHC,"Acadia Healthcare Co., Inc.",Debra Osteen,2018,387500
TDW,"Tidewater, Inc.",Larry Rigdon,2018,386342
TWNK,"Hostess Brands, Inc.",William Toler,2018,380027
ZN,"Zion Oil & Gas, Inc.",Victor Carrillo,2018,371941
SLP,"Simulations Plus, Inc.",Shawn O'Connor,2018,367409
FNWB,First Northwest Bancorp (Washington),Laurence Hueth,2018,363603
YORW,York Water Co.,Jeffrey Hines,2018,362214
PKE,Park Electrochemical Corp.,Brian Shore,2018,357760
SOI,"Solaris Oilfield Infrastructure, Inc.",William Zartler,2018,355769
LABL,Multi-Color Corp.,Michael Henry,2018,342647
ACMR,"ACM Research, Inc.",David Wang,2018,342182
OFED,Oconee Federal Financial Corp.,Curtis Evatt,2018,341809
CLFD,"Clearfield, Inc.",Cheryl Beranek,2018,335454
WMC,Western Asset Mortgage Capital Corp.,Lisa Meyer,2018,332287
VEEV,"Veeva Systems, Inc.",Peter Gassner,2019,322917
EGAN,eGain Corp.,Ashutosh Roy,2018,321279
EQ,"Equillium, Inc.",Daniel Bradbury,2018,315000
ZS,"Zscaler, Inc.",Jay Chaudhry,2018,297309
WASH,"Washington Trust Bancorp, Inc.",Joseph MarcAurele,2018,292776
NRC,National Research Corp.,Michael Hays,2018,289467
CPF,Central Pacific Financial Corp.,Paul Yonamine,2018,286602
ANH,Anworth Mortgage Asset Corp.,Joseph McAdams,2018,286344
BFS,"Saul Centers, Inc.",B. Saul,2018,259880
RDFN,Redfin Corp.,Glenn Kelman,2018,250000
TZOO,Travelzoo Inc.,Holger Bartel,2018,232000
INOV,"Inovalon Holdings, Inc.",Keith Dunleavy,2018,210325
UHT,Universal Health Realty Income Trust,Alan Miller,2018,203911
CPRT,"Copart, Inc.",A. Adair,2018,203005
ROX,"Castle Brands, Inc.",Richard Lampen,2018,200000
INFO,IHS Markit Ltd.,Jerre Stead,2018,187067
ALX,"Alexander's, Inc.",Steven Roth,2018,155991
FONR,FONAR Corp.,Timothy Damadian,2018,155800
CHMI,Cherry Hill Mortgage Investment Corp.,Jeffrey Lown II,2018,154445
OPI,Office Properties Income Trust,David Blackman,2018,142730
OSTK,"Overstock.com, Inc.",Patrick Byrne,2018,136598
GHL,"Greenhill & Co., Inc.",Scott Bok,2018,116277
AJX,Great Ajax Corp.,Lawrence Mendelsohn,2018,108640
WRLD,World Acceptance Corp.,James Wanserski,2018,99802
W,"Wayfair, Inc.",Niraj Shah,2018,83212
FLNT,"Fluent, Inc.",Derek Dubner,2018,82937
NOG,"Northern Oil & Gas, Inc.",Thomas Stoelk,2018,72100
TTEC,"TTEC Holdings, Inc.",Kenneth Tuchman,2018,70331
ARNC,"Arconic, Inc.",David Hess,2018,67418
TTWO,"Take-Two Interactive Software, Inc.",Strauss Zelnick,2018,42629
TTS,"Tile Shop Holdings, Inc.",Robert Rucker,2018,24600
BOMN,Boston Omaha Corp.,Adam Peterson,2018,23660
IIIV,"i3 Verticals, Inc.",Gregory S. Daily,2018,22346
SNH,Senior Housing Properties Trust,David Hegarty,2018,22230
EPM,Evolution Petroleum Corp.,Robert Herlin,2018,15000
CWH,"Camping World Holdings, Inc.",Marcus Lemonis,2018,9109
SSTK,"Shutterstock, Inc.",Jonathan Oringer,2018,661
SQ,"Square, Inc.",Jack Dorsey,2018,3
GOOGL,"Alphabet, Inc.",Larry Page,2018,1
GPRO,"GoPro, Inc.",Nicholas Woodman,2018,1
TWTR,"Twitter, Inc.",Jack Dorsey,2018,1
DOX,Amdocs Ltd.,Eli Gelman,2018,0
FOSL,"Fossil Group, Inc.",Kosta Kartsotis,2018,0
GLIBA,"GCI Liberty, Inc.",Gregory Maffei,2018,0
GNL,"Global Net Lease, Inc.",James Nelson,2018,0
LBRDA,Liberty Broadband Corp.,Gregory Maffei,2018,0
LTRPA,"Liberty TripAdvisor Holdings, Inc.",Gregory Maffei,2018,0
NH,"NantHealth, Inc.",Patrick Soon-Shiong,2018,0
NRZ,New Residential Investment Corp.,Michael Nierenberg,2018,0
ORC,"Orchid Island Capital, Inc.",Robert Cauley,2018,0
TK,Teekay Corp.,Kenneth Hvid,2018,0
UBNT,"Ubiquiti Networks, Inc.",Robert Pera,2018,0
